,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,MANUFACTURER,BRAND,BARCODE
769070,Health & Wellness,Skin Care,,,COLGATE-PALMOLIVE,SPEED STICK,UNKNOWN_769070
769188,Health & Wellness,Bath & Body,,,"BEIERSDORF, INC.",LA PRAIRIE,UNKNOWN_769188
769613,Health & Wellness,Medicines & Treatments,Skin Treatments,,SANOFI AVENTIS US LLC,GOLD BOND,UNKNOWN_769613
769733,Health & Wellness,Menstrual Care,,,KIMBERLY CLARK,LA VIE,UNKNOWN_769733
769799,Snacks,Snack Mixes,,,MONDELĒZ INTERNATIONAL,TWO-BITE,UNKNOWN_769799
770040,Health & Wellness,Oral Care,Mouthwash,,HALEON,SENSODYNE,UNKNOWN_770040
770082,Health & Wellness,Hair Care,,,PROCTER & GAMBLE,SPRING & VINE,UNKNOWN_770082
770480,Snacks,,,,MUNK PACK,MUNK PACK,UNKNOWN_770480
770516,Snacks,Chips,,,CAMPBELL SOUP COMPANY,LATE JULY,UNKNOWN_770516
770605,Snacks,Crackers,Sandwich Crackers,,MONDELĒZ INTERNATIONAL,RITZ,UNKNOWN_770605
771003,Health & Wellness,Medical Supplies & Equipment,,,,,UNKNOWN_771003
771396,Health & Wellness,,,,BAUSCH + LOMB CORPORATION,OPCON-A,UNKNOWN_771396
771414,Snacks,Snack Bars,Cereal Bars & Breakfast Biscuits,,,,UNKNOWN_771414
771476,Snacks,Chips,,,OLÉ MEXICAN FOODS INC,LA BANDERITA,UNKNOWN_771476
771588,Health & Wellness,Skin Care,,,SANOFI AVENTIS US LLC,GOLD BOND,UNKNOWN_771588
771637,Snacks,Chips,Crisps,,CAMPBELL SOUP COMPANY,EAT SMART SNACKS,UNKNOWN_771637
771713,Health & Wellness,Skin Care,Eye Creams,,COLGATE-PALMOLIVE,PCA SKIN,UNKNOWN_771713
771880,Snacks,Crackers,Other Crackers,,MONDELĒZ INTERNATIONAL,RITZ,UNKNOWN_771880
771949,Health & Wellness,Hair Removal,Shaving Gel & Cream,,UNILEVER,SHEA MOISTURE,UNKNOWN_771949
772101,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Heartburn & Antacids Medicines & Treatments,BAYER,ALKA-SELTZER PLUS®,UNKNOWN_772101
772330,Health & Wellness,Hair Care,,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_772330
773099,Snacks,,,,KELLANOVA,CARR'S,UNKNOWN_773099
773379,Health & Wellness,,,,CHURCH & DWIGHT,WELLGATE,UNKNOWN_773379
773460,Health & Wellness,Bath & Body,Hand Sanitizer,,,,UNKNOWN_773460
773717,Snacks,Dips & Salsa,Cheese Dip,,KRAFTHEINZ,CHEEZ WHIZ,UNKNOWN_773717
773753,Health & Wellness,Hair Removal,,,COTY,ADIDAS FRAGRANCE & BODY CARE,UNKNOWN_773753
774178,Health & Wellness,,,,KIMBERLY CLARK,U BY KOTEX,UNKNOWN_774178
774242,Snacks,Snack Cakes,,,BIMBO,THOMAS' BREAKFAST,UNKNOWN_774242
774406,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,NATIVE,UNKNOWN_774406
774518,Health & Wellness,,,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_774518
774578,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,KATY PERRY FRAGRANCE & BODY CARE,UNKNOWN_774578
774797,Health & Wellness,,,,GENERAL MILLS,NATURE VALLEY,UNKNOWN_774797
774799,Health & Wellness,Hair Care,,,HENKEL,MYDENTITY,UNKNOWN_774799
775234,Snacks,Dips & Salsa,,,HORMEL FOODS,CHI-CHI'S,UNKNOWN_775234
775274,Snacks,,,,THE HERSHEY COMPANY,HERSHEY'S KISSES,UNKNOWN_775274
775516,Snacks,Dips & Salsa,Dip Mixes,,PEPSICO,FRITOS,UNKNOWN_775516
775688,Snacks,Chips,Pork Skins,,GRUMA CORPORATION,GUERRERO,UNKNOWN_775688
776091,Health & Wellness,Hair Care,Conditioner,,HENKEL,BAIN DE TERRE,UNKNOWN_776091
777388,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,ZEVO,UNKNOWN_777388
777482,Snacks,,,,PEPSICO,SMARTFOOD,UNKNOWN_777482
777755,Health & Wellness,,,,HALEON,ABREVA,UNKNOWN_777755
777815,Health & Wellness,,,,KAO USA,RE/COVER,UNKNOWN_777815
778044,Health & Wellness,Menstrual Care,Menstrual Care Liners,,KIMBERLY CLARK,U BY KOTEX,UNKNOWN_778044
778061,Health & Wellness,,,,HALEON,EXCEDRIN,UNKNOWN_778061
778188,Health & Wellness,Deodorant & Antiperspirant,Women's Deodorant & Antiperspirant,,COTY,BRUNO BANANI FRAGRANCE & BODY CARE,UNKNOWN_778188
778542,Health & Wellness,Bath & Body,Hand & Body Lotions,,PROCTER & GAMBLE,NATIVE,UNKNOWN_778542
778546,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,ABBOTT,JEVITY,UNKNOWN_778546
778677,Snacks,Snack Cakes,Pies & Tarts Snack Cakes,,BIMBO,MRS BAIRD'S BREAD,UNKNOWN_778677
779129,Health & Wellness,Skin Care,,,ELIDA BEAUTY,NOXZEMA,UNKNOWN_779129
780032,Snacks,,,,PEPSICO,POP WORKS & COMPANY,UNKNOWN_780032
780138,Snacks,Snack Cakes,Cakes & Truffles Snack Cakes,,GENERAL MILLS,BETTY CROCKER,UNKNOWN_780138
780369,Snacks,Fruit & Vegetable Snacks,Fruit Snacks,,GENERAL MILLS,FRUIT BY THE FOOT,UNKNOWN_780369
780456,Health & Wellness,Deodorant & Antiperspirant,Men's Deodorant & Antiperspirant,,COTY,JOOP! FRAGRANCE & BODY CARE,UNKNOWN_780456
780569,Health & Wellness,Bath & Body,,,COTY,HUGO BOSS FRAGRANCE & BODY CARE,UNKNOWN_780569
781269,Health & Wellness,Skin Care,Skin Toners & Astringents,Skin Toners,JOHNSON & JOHNSON,EXUVIANCE,UNKNOWN_781269
781754,Health & Wellness,Medicines & Treatments,,,HALEON,OTRIVIN,UNKNOWN_781754
781779,Health & Wellness,Hair Removal,,,COTY,CALVIN KLEIN FRAGRANCE & BODY CARE,UNKNOWN_781779
781804,Snacks,,,,PEPSICO,CHEETOS,UNKNOWN_781804
781999,Snacks,,,,FLOWERS FOODS,TASTYKAKE,UNKNOWN_781999
782046,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Cough & Chest Congestion Medicines & Treatments,BAYER,MATY’S,UNKNOWN_782046
782211,Snacks,Candy,,,MONDELĒZ INTERNATIONAL,MILKA,UNKNOWN_782211
782306,Snacks,Cookies,,,HORMEL FOODS,SKIPPY,UNKNOWN_782306
782504,Health & Wellness,Medicines & Treatments,,,SEATTLE GUMMY COMPANY,IMMUNITY SHOTS,UNKNOWN_782504
783180,Health & Wellness,Bath & Body,,,UNILEVER,LIFEBUOY HAND WASH & SANITIZERS,UNKNOWN_783180
784024,Health & Wellness,Bath & Body,Body Wash,,UNILEVER,DOVE,UNKNOWN_784024
784137,Health & Wellness,Skin Care,Facial Cleansers,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_784137
784195,Snacks,Snack Bars,Meal Replacement Bars,,BUDDHA BRANDS,HUNGRY BUDDHA,UNKNOWN_784195
784196,Snacks,Cookies,,,FERRERO GROUP,NUTELLA,UNKNOWN_784196
784263,Health & Wellness,Skin Care,Skin Toners & Astringents,,PROCTER & GAMBLE,SK-II,UNKNOWN_784263
784510,Health & Wellness,Skin Care,Lip Balms & Treatments,,COTY,RIMMEL LONDON,UNKNOWN_784510
784692,Health & Wellness,,,,JOHNSON & JOHNSON,LUBRIDERM,UNKNOWN_784692
785184,Health & Wellness,Oral Care,,,HALEON,BIOTENE,UNKNOWN_785184
785401,Health & Wellness,Bath & Body,Hand & Body Lotions,,"BEIERSDORF, INC.",NIVEA,UNKNOWN_785401
785670,Snacks,,,,FERRERO GROUP,CHUNKY,UNKNOWN_785670
785768,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,QUNOL,UNKNOWN_785768
786070,Health & Wellness,Oral Care,Toothpaste,,HALEON,SENSODYNE,UNKNOWN_786070
786086,Health & Wellness,,,,HP HOOD,LACTAID DAIRY PRODUCTS,UNKNOWN_786086
786203,Snacks,,,,FERRARA CANDY COMPANY,SPREE,UNKNOWN_786203
786445,Health & Wellness,Hair Removal,,,COTY,BRUNO BANANI FRAGRANCE & BODY CARE,UNKNOWN_786445
786523,Health & Wellness,Medicines & Treatments,,,BOIRON,BOIRON,UNKNOWN_786523
786740,Snacks,Candy,Confection Candy,,THE HERSHEY COMPANY,ZAGNUT,UNKNOWN_786740
786760,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,ALLEGRA,UNKNOWN_786760
786927,Snacks,Candy,Confection Candy,,THE HERSHEY COMPANY,REESE'S,UNKNOWN_786927
787045,Health & Wellness,Medicines & Treatments,Allergy & Sinus Medicines & Treatments,,BAYER,ALEVE®,UNKNOWN_787045
787274,Health & Wellness,Bath & Body,Body Wash,,PROCTER & GAMBLE,NATIVE,UNKNOWN_787274
787336,Snacks,Fruit & Vegetable Snacks,,,GENERAL MILLS,FRUIT BY THE FOOT,UNKNOWN_787336
787374,Health & Wellness,Skin Care,Lip Balms & Treatments,Lip Balms,THE CLOROX COMPANY,BURT'S BEES BEAUTY,UNKNOWN_787374
788304,Health & Wellness,Medicines & Treatments,,,G2,ARTHRITIS WONDER,UNKNOWN_788304
788507,Snacks,Fruit & Vegetable Snacks,Dried Fruit,,NESTLE,NATURES HEART,UNKNOWN_788507
788689,Health & Wellness,Bath & Body,Hand Sanitizer,,NEWELL BRANDS,RUBBERMAID COMMERCIAL PRODUCTS,UNKNOWN_788689
788897,Health & Wellness,Foot Care,Callus Cushions & Paddings,,,,UNKNOWN_788897
789229,Health & Wellness,,,,KIMBERLY CLARK,THINX,UNKNOWN_789229
789315,Snacks,Snack Bars,,,1440 FOODS COMPANY,PURE PROTEIN,UNKNOWN_789315
789349,Snacks,Crackers,Saltine Crackers,,MONDELĒZ INTERNATIONAL,PREMIUM CRACKERS,UNKNOWN_789349
789877,Health & Wellness,Medicines & Treatments,Pain & Fever Medicines & Treatments,,SANOFI AVENTIS US LLC,ASPERCREME,UNKNOWN_789877
789878,Health & Wellness,Medicines & Treatments,Skin Treatments,,SANOFI AVENTIS US LLC,ALLEGRA,UNKNOWN_789878
790062,Health & Wellness,Hair Care,Hair Color,,L'OREAL,DARK & LOVELY HAIR COLOR,UNKNOWN_790062
790176,Health & Wellness,Hair Care,Hair Styling Products,,PROCTER & GAMBLE,HAIR FOOD,UNKNOWN_790176
790400,Snacks,Candy,,,GENERAL MILLS,PILLSBURY,UNKNOWN_790400
791855,Snacks,Pudding & Gelatin,Ready-to-Eat Dessert Cups,,,,UNKNOWN_791855
792032,Snacks,Candy,Chocolate Candy,,MONDELĒZ INTERNATIONAL,TOBLERONE,UNKNOWN_792032
792137,Health & Wellness,Hair Care,,,JOHNSON & JOHNSON,NEUTROGENA,UNKNOWN_792137
792171,Snacks,,,,GENERAL MILLS,CHEX,UNKNOWN_792171
792173,Health & Wellness,,,,THE HERSHEY COMPANY,HERSHEY'S,UNKNOWN_792173
792688,Health & Wellness,,,,SANOFI AVENTIS US LLC,UNISOM,UNKNOWN_792688
792797,Health & Wellness,Bath & Body,Body Wash,,COTY,ESCADA FRAGRANCE & BODY CARE,UNKNOWN_792797
793272,Health & Wellness,Hair Removal,Shaving Gel & Cream,Men's Shaving Gel & Cream,MANSCAPED,MANSCAPED,UNKNOWN_793272
793516,Snacks,Pretzels,,,GENERAL MILLS,CHEX MIX,UNKNOWN_793516
793545,Health & Wellness,Hair Care,Hair Styling Products,,PROCTER & GAMBLE,AUSSIE,UNKNOWN_793545
793714,Snacks,Candy,,,FERRARA CANDY COMPANY,SPREE,UNKNOWN_793714
793813,Snacks,,,,FERRERO GROUP,BABY RUTH,UNKNOWN_793813
794038,Health & Wellness,,,,HENKEL,MYDENTITY,UNKNOWN_794038
794636,Health & Wellness,Bath & Body,Bar Soap,,PROCTER & GAMBLE,FIRST AID BEAUTY,UNKNOWN_794636
794766,Snacks,,,,MONDELĒZ INTERNATIONAL,7DAYS,UNKNOWN_794766
794828,Health & Wellness,,,,SANOFI AVENTIS US LLC,NASACORT,UNKNOWN_794828
795006,Snacks,Crackers,,,GOYA FOODS,GOYA,UNKNOWN_795006
796136,Snacks,Chips,Tortilla Chips,,GENERAL MILLS,FOOD SHOULD TASTE GOOD,UNKNOWN_796136
796283,Health & Wellness,,,,BAUSCH + LOMB CORPORATION,PRESERVISION,UNKNOWN_796283
796560,Health & Wellness,Bath & Body,Bath Brushes,,COTY,KYLIE SKIN,UNKNOWN_796560
796845,Health & Wellness,Skin Care,Skin Toners & Astringents,,JOHNSON & JOHNSON,EXUVIANCE,UNKNOWN_796845
796884,Health & Wellness,Hair Care,Shampoo,,HENKEL,AUTHENTIC BEAUTY CONCEPT,UNKNOWN_796884
796885,Snacks,Snack Cakes,Donut Snack Cakes,,FLOWERS FOODS,TASTYKAKE,UNKNOWN_796885
797075,Health & Wellness,Bath & Body,Body Wash,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_797075
797479,Health & Wellness,Hair Removal,Hair Removal Accessories,,,,UNKNOWN_797479
797609,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,LAFFY TAFFY,UNKNOWN_797609
797832,Snacks,Fruit & Vegetable Snacks,,,FERRARA CANDY COMPANY,STRETCH ISLAND,UNKNOWN_797832
797835,Snacks,Pretzels,,,THE HERSHEY COMPANY,DOT'S HOMESTYLE PRETZELS,UNKNOWN_797835
797852,Health & Wellness,Skin Care,Skin Care Masks & Peels,,"E.L.F. COSMETICS, INC",E.L.F.,UNKNOWN_797852
798112,Health & Wellness,Hair Care,Conditioner,,KAO USA,ORIBE,UNKNOWN_798112
798250,Snacks,Nuts & Seeds,Snack Seeds,,THE WONDERFUL CO.,WONDERFUL PISTACHIOS,UNKNOWN_798250
798342,Snacks,Candy,Chocolate Candy,,,,UNKNOWN_798342
798527,Snacks,Nuts & Seeds,,,THE WONDERFUL CO.,WONDERFUL PISTACHIOS,UNKNOWN_798527
798634,Health & Wellness,Hair Care,Shampoo,,PROCTER & GAMBLE,HAIR BIOLOGY,UNKNOWN_798634
798687,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,KAO USA,BIORE,UNKNOWN_798687
798858,Health & Wellness,Medicines & Treatments,Skin Treatments,,RECKITT BENCKISER,LANACANE,UNKNOWN_798858
799157,Snacks,Snack Mixes,,,CONAGRA,FIDDLE FADDLE,UNKNOWN_799157
799184,Snacks,Candy,,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_799184
799215,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,CHUCKLES,UNKNOWN_799215
799904,Snacks,Puffed Snacks,,,CONAGRA,ANDY CAPP'S,UNKNOWN_799904
799961,Snacks,Chips,Corn Chips,,OLÉ MEXICAN FOODS INC,LA BANDERITA,UNKNOWN_799961
799990,Snacks,,,,GALLO,MANISCHEWITZ WINES,UNKNOWN_799990
800214,Snacks,Chips,,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_800214
800445,Health & Wellness,Deodorant & Antiperspirant,Men's Deodorant & Antiperspirant,,COTY,JOVAN FRAGRANCE & BODY CARE,UNKNOWN_800445
800686,Health & Wellness,Hair Care,Hair Treatments,,COTY,SALLY HANSEN,UNKNOWN_800686
800778,Health & Wellness,,,,COLGATE-PALMOLIVE,SOFTSOAP,UNKNOWN_800778
801048,Health & Wellness,,,,MINERAL FUSION,MINERAL FUSION,UNKNOWN_801048
801518,Snacks,,,,CONAGRA,GLUTINO,UNKNOWN_801518
801538,Snacks,Candy,Chocolate Candy,,MARS WRIGLEY,SNICKERS,UNKNOWN_801538
801570,Health & Wellness,Bath & Body,,,PDC BRANDS,DR TEAL'S,UNKNOWN_801570
801587,Health & Wellness,Bath & Body,,,PROCTER & GAMBLE,QUIET AND ROAR,UNKNOWN_801587
802367,Snacks,Crackers,Graham Crackers,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_802367
802402,Snacks,Puffed Snacks,Popcorn,Popcorn Kernels & Popcorn Seasonings,,,UNKNOWN_802402
802436,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Gas Relief Medicines & Treatments,BOIRON,BOIRON,UNKNOWN_802436
802768,Snacks,Jerky & Dried Meat,Dried Meat Sticks,,CASEY'S GENERAL STORE,CASEY'S GENERAL STORE,UNKNOWN_802768
802926,Health & Wellness,Bath & Body,Hand & Body Lotions,,COTY,BRUNO BANANI FRAGRANCE & BODY CARE,UNKNOWN_802926
803450,Health & Wellness,,,,ALCON LABORATORIES INC,SYSTANE,UNKNOWN_803450
803521,Health & Wellness,Bath & Body,Body Wash,,UNILEVER,THE RIGHT TO SHOWER,UNKNOWN_803521
803535,Snacks,Candy,,,FERRERO GROUP,BABY RUTH,UNKNOWN_803535
804226,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,GOOD SKIN MD,UNKNOWN_804226
804349,Health & Wellness,Hair Removal,Razors,Women's Razors,BIC USA INC,BIC,UNKNOWN_804349
804498,Snacks,Pretzels,Flavored Pretzels,,THE HERSHEY COMPANY,HERSHEY'S,UNKNOWN_804498
804780,Snacks,Fruit & Vegetable Snacks,,,RIND SNACKS,RIND,UNKNOWN_804780
804908,Snacks,Candy,,,GENERAL MILLS,GODIVA BAKING MIXES,UNKNOWN_804908
805045,Snacks,Dips & Salsa,,,PEPSICO,FRITO-LAY,UNKNOWN_805045
805199,Snacks,Dips & Salsa,,,FOODSTORY BRANDS,FRESH CRAVINGS,UNKNOWN_805199
805214,Health & Wellness,Skin Care,Eye Creams,,COTY,COVERGIRL,UNKNOWN_805214
805390,Snacks,,,,MARS WRIGLEY,ECLIPSE,UNKNOWN_805390
806726,Snacks,Crackers,Butter Crackers,,KELLANOVA,CLUB,UNKNOWN_806726
806882,Health & Wellness,,,,CHURCH & DWIGHT,WATERPIK,UNKNOWN_806882
807539,Snacks,Candy,Gum,,THE HERSHEY COMPANY,BROOKSIDE,UNKNOWN_807539
807645,Health & Wellness,Deodorant & Antiperspirant,Men's Deodorant & Antiperspirant,,COTY,MARC JACOBS FRAGRANCE & BODY CARE,UNKNOWN_807645
807892,Snacks,Crackers,Wheat Crackers,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_807892
807948,Snacks,Snack Bars,Cereal Bars & Breakfast Biscuits,,"META PLATFORMS, INC.",META,UNKNOWN_807948
807977,Snacks,,,,MARS WRIGLEY,NATURE'S BAKERY,UNKNOWN_807977
808172,Snacks,Nuts & Seeds,,,GENERAL MILLS,BETTY CROCKER,UNKNOWN_808172
808815,Snacks,Candy,,,GENERAL MILLS,JOJO SIWA CEREAL,UNKNOWN_808815
809037,Health & Wellness,Bath & Body,Bar Soap,,JOHNSON & JOHNSON,LE PETIT MARSEILLAIS,UNKNOWN_809037
809402,Snacks,Nuts & Seeds,Snack Seeds,,PEPSICO,SPITZ,UNKNOWN_809402
809489,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,DANONE,NUTRICIA,UNKNOWN_809489
809760,Health & Wellness,Oral Care,Oral Care Accessories,,CHURCH & DWIGHT,WATERPIK,UNKNOWN_809760
809863,Health & Wellness,Hair Removal,After Shave,,COTY,DAVIDOFF FRAGRANCE & BODY CARE,UNKNOWN_809863
809919,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,,CHURCH & DWIGHT,VITAFUSION,UNKNOWN_809919
810446,Health & Wellness,Hair Care,,,UNILEVER,SUNSILK,UNKNOWN_810446
810725,Health & Wellness,Skin Care,Lip Balms & Treatments,Medicated Lip Treatments,COLGATE-PALMOLIVE,PCA SKIN,UNKNOWN_810725
810913,Snacks,Candy,Chocolate Candy,,THE HERSHEY COMPANY,LILY'S,UNKNOWN_810913
811031,Health & Wellness,Hair Care,Conditioner,,,,UNKNOWN_811031
811150,Health & Wellness,Hair Care,Conditioner,,JOHNSON & JOHNSON,NEUTROGENA,UNKNOWN_811150
811303,Health & Wellness,Skin Care,,,UNILEVER,MELE,UNKNOWN_811303
811798,Health & Wellness,,,,HALEON,OTRIVIN,UNKNOWN_811798
812071,Snacks,Nuts & Seeds,Covered Nuts,,MONDELĒZ INTERNATIONAL,HUS KITCHEN,UNKNOWN_812071
812394,Health & Wellness,,,,UNILEVER,TRESEMMÉ,UNKNOWN_812394
812464,Snacks,,,,PEPSICO,LAY'S,UNKNOWN_812464
812500,Health & Wellness,Skin Care,,,RECKITT BENCKISER,CLEARASIL,UNKNOWN_812500
812689,Snacks,Crackers,Cheese Crackers,,GENERAL MILLS,FOOD SHOULD TASTE GOOD,UNKNOWN_812689
812695,Health & Wellness,Medicines & Treatments,,,HP HOOD,LACTAID DAIRY PRODUCTS,UNKNOWN_812695
812994,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,BAUSCH + LOMB CORPORATION,BAUSCH + LOMB,UNKNOWN_812994
813337,Health & Wellness,Bath & Body,,,HENKEL,TONE,UNKNOWN_813337
813544,Health & Wellness,Adult Incontinence,Adult Incontinence Bladder Supports,,,,UNKNOWN_813544
813800,Snacks,,,,GENERAL MILLS,YOPLAIT,UNKNOWN_813800
813880,Snacks,Candy,,,THE HERSHEY COMPANY,HEATH,UNKNOWN_813880
814136,Health & Wellness,Eye Care,Eye Drops,,BAUSCH + LOMB CORPORATION,SENSITIVE EYES,UNKNOWN_814136
814370,Health & Wellness,Deodorant & Antiperspirant,,,COTY,KATY PERRY FRAGRANCE & BODY CARE,UNKNOWN_814370
814527,Health & Wellness,,,,KAO USA,MYKIREI BY KAO,UNKNOWN_814527
814677,Health & Wellness,Hair Care,Shampoo & Conditioner Co-Pack,,,,UNKNOWN_814677
814687,Snacks,Candy,Confection Candy,,MARS WRIGLEY,MARS WRIGLEY VARIETY,UNKNOWN_814687
814896,Snacks,Fruit & Vegetable Snacks,Fruit Snacks,,PIM BRANDS,WELCH'S FRUIT SNACKS,UNKNOWN_814896
815351,Snacks,,,,FERRARA CANDY COMPANY,BRACH'S,UNKNOWN_815351
815816,Health & Wellness,Hair Care,,,UNILEVER,AXE,UNKNOWN_815816
816054,Snacks,Crackers,,,CASEY'S GENERAL STORE,CASEY'S GENERAL STORE,UNKNOWN_816054
816403,Snacks,Chips,,,PEPSICO,MINIS,UNKNOWN_816403
816489,Health & Wellness,Hair Removal,Shaving Gel & Cream,Men's Shaving Gel & Cream,COTY,NAUTICA FRAGRANCE & BODY CARE,UNKNOWN_816489
816539,Health & Wellness,,,,HENKEL,BAIN DE TERRE,UNKNOWN_816539
816540,Snacks,,,,THE HERSHEY COMPANY,BREATH SAVERS,UNKNOWN_816540
816647,Snacks,,,,RIND SNACKS,RIND,UNKNOWN_816647
817019,Health & Wellness,Adult Incontinence,Adult Incontinence Pads,,,,UNKNOWN_817019
817044,Health & Wellness,Hair Care,,,UNILEVER,EMERGE,UNKNOWN_817044
817053,Health & Wellness,Bath & Body,,,COTY,MIU MIU FRAGRANCE & BODY CARE,UNKNOWN_817053
817140,Snacks,Chips,,,GRUMA CORPORATION,GUERRERO,UNKNOWN_817140
817376,Snacks,Fruit & Vegetable Snacks,Fruit Rolls & Twists,,GENERAL MILLS,BETTY CROCKER,UNKNOWN_817376
817464,Health & Wellness,,,,RECKITT BENCKISER,MEGARED,UNKNOWN_817464
817555,Health & Wellness,Medicines & Treatments,,,ABBOTT,PIVOT,UNKNOWN_817555
817798,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,CHURCH & DWIGHT,TROJAN,UNKNOWN_817798
817858,Snacks,Puffed Snacks,,,GENERAL MILLS,GOLD MEDAL FLOUR,UNKNOWN_817858
818433,Snacks,Nuts & Seeds,Peanuts,,,,UNKNOWN_818433
818534,Snacks,,,,FERRARA CANDY COMPANY,TROLLI,UNKNOWN_818534
819267,Snacks,,,,SPANGLER CANDY COMPANY,DUM DUMS,UNKNOWN_819267
820062,Snacks,,,,PEPSICO,SANTITAS,UNKNOWN_820062
820554,Health & Wellness,Bath & Body,,,COTY,JIL SANDER FRAGRANCE & BODY CARE,UNKNOWN_820554
820775,Health & Wellness,,,,ELIDA BEAUTY,ST. IVES,UNKNOWN_820775
820792,Health & Wellness,Ear Care,Cotton Swabs,,JOHNSON & JOHNSON,JOHNSON'S,UNKNOWN_820792
820890,Health & Wellness,,,,JOHNSON & JOHNSON,NEOSTRATA,UNKNOWN_820890
821282,Health & Wellness,Skin Care,Skin Care Masks & Peels,,PROCTER & GAMBLE,SK-II,UNKNOWN_821282
821510,Health & Wellness,Medicines & Treatments,Sleeping & Snoring,Sleep Aids,JOHNSON & JOHNSON,TYLENOL,UNKNOWN_821510
821729,Health & Wellness,,,,KAO USA,WAKATI,UNKNOWN_821729
821759,Health & Wellness,Skin Care,Sunscreen,,,,UNKNOWN_821759
821987,Health & Wellness,Hair Removal,Shaving Gel & Cream,Men's Shaving Gel & Cream,UNILEVER,SHEA MOISTURE,UNKNOWN_821987
822268,Snacks,Puffed Snacks,Popcorn,Microwave Popcorn,,,UNKNOWN_822268
822634,Health & Wellness,Skin Care,,,L'OREAL,NYX PROFESSIONAL MAKEUP,UNKNOWN_822634
822919,Health & Wellness,Medicines & Treatments,Allergy & Sinus Medicines & Treatments,,BAUSCH + LOMB CORPORATION,BAUSCH + LOMB,UNKNOWN_822919
823490,Snacks,Snack Bars,Performance & Protein Bars,,GENERAL MILLS,WHEATIES,UNKNOWN_823490
823585,Snacks,Candy,Confection Candy,,MONDELĒZ INTERNATIONAL,SWEDISH FISH,UNKNOWN_823585
823592,Health & Wellness,,,,BAUSCH + LOMB CORPORATION,SIGHT SAVERS,UNKNOWN_823592
823732,Snacks,Puffed Snacks,Popcorn,Already Popped Popcorn,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_823732
823906,Health & Wellness,Bath & Body,Hand & Body Lotions,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_823906
824078,Health & Wellness,Bath & Body,Body Wash,,PROCTER & GAMBLE,QUIET AND ROAR,UNKNOWN_824078
824368,Health & Wellness,Hair Care,Shampoo & Conditioner Combinations,,"SC JOHNSON & SON, INC",METHOD,UNKNOWN_824368
824480,Health & Wellness,First Aid,Bandages & Gauze,,JOHNSON & JOHNSON,BAND-AID,UNKNOWN_824480
824843,Health & Wellness,,,,BAYER,CLARITIN®,UNKNOWN_824843
825344,Snacks,,,,GENERAL MILLS,FRUIT ROLL UPS,UNKNOWN_825344
825712,Snacks,Candy,Chocolate Candy,,THE HERSHEY COMPANY,MILK DUDS,UNKNOWN_825712
825865,Health & Wellness,Skin Care,Petroleum Jelly,,"BEIERSDORF, INC.",AQUAPHOR,UNKNOWN_825865
826128,Snacks,Variety Snack Packs,,,,,UNKNOWN_826128
826614,Health & Wellness,,,,KAO USA,BIO-OIL,UNKNOWN_826614
826688,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Cold & Flu Medicines & Treatments,RECKITT BENCKISER,MUCINEX,UNKNOWN_826688
826817,Health & Wellness,Oral Care,Mouthwash,,COLGATE-PALMOLIVE,HELLO,UNKNOWN_826817
827014,Snacks,,,,HORMEL FOODS,PLANTERS,UNKNOWN_827014
827020,Snacks,Pudding & Gelatin,Ready-to-Eat Dessert Cups,,KRAFTHEINZ,PHILADELPHIA,UNKNOWN_827020
827461,Snacks,,,,FERRARA CANDY COMPANY,STRETCH ISLAND,UNKNOWN_827461
827477,Health & Wellness,,,,BAYER,CORICIDIN® HBP,UNKNOWN_827477
